loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
9600,9600,9600, 36 months,13.56,326.06,C,C1,School Counselor,10+ years,RENT,53000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,871xx,NM
8000,8000,8000, 36 months,16.14,281.81,C,C4,,,MORTGAGE,16476,Source Verified,Dec-18,Current,other,Other,063xx,CT
39500,39500,39500, 36 months,6.46,1209.92,A,A1,,< 1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,170xx,PA
16000,16000,16000, 60 months,11.8,354.3,,,Practice Manager,10+ years,,55000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,060xx,CT
2000,2000,2000, 36 months,17.97,72.28,D,D1,Office Assistant,10+ years,MORTGAGE,40320,Not Verified,Dec-18,Current,house,Home buying,219xx,MD
40000,40000,40000, 60 months,10.33,856.4,B,B1,Realtor,2 years,MORTGAGE,,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,320xx,FL
23000,23000,23000, 60 months,15.02,547.41,C,C3,Customer service rep,10+ years,MORTGAGE,58000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,494xx,MI
8800,8800,8800, 36 months,6.46,269.56,A,A1,,4 years,OWN,26000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,270xx,NC
20000,20000,20000, 60 months,18.94,518.16,D,D2,"Vice President, Product  and Technology",10+ years,RENT,358000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,980xx,WA
10000,10000,10000, 60 months,16.14,243.93,C,C4,,< 1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
3000,3000,3000, 36 months,16.14,105.68,C,C4,,< 1 year,RENT,25000,Not Verified,Dec-18,Current,other,Other,928xx,CA
40000,40000,40000, 60 months,11.8,885.75,B,B4,Engineering Manager,10+ years,MORTGAGE,125000,Not Verified,Dec-18,Current,major_purchase,Major purchase,891xx,NV
15000,15000,15000, 36 months,8.81,475.68,A,A5,Marketing Executive,2 years,RENT,170000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,750xx,TX
4325,4325,4325, 36 months,16.91,154.01,C,C5,,< 1 year,RENT,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,080xx,NJ
15000,15000,15000, 60 months,13.56,345.62,C,C1,accounting supervisor,9 years,MORTGAGE,66000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,431xx,OH
12000,12000,12000, 60 months,12.98,272.92,B,B5,Operations Technician,3 years,MORTGAGE,70000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
20000,20000,20000, 36 months,14.47,688.13,C,C2,IRB Coordinator,< 1 year,RENT,47500,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,802xx,CO
15000,15000,15000, 60 months,11.8,332.16,B,B4,Teacher,10+ years,MORTGAGE,152903,,Dec-18,Current,credit_card,Credit card refinancing,074xx,NJ
18000,18000,18000, 36 months,7.02,555.96,A,A2,Bill Review Supervisor,7 years,RENT,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,333xx,FL
20000,20000,20000, 60 months,13.56,460.82,C,C1,Electrician,2 years,MORTGAGE,100000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,984xx,WA
15000,15000,15000, 60 months,18.94,388.62,D,D2,WIOA Youth Coordinator ,< 1 year,MORTGAGE,60000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,497xx,MI
11000,11000,11000, 60 months,19.92,290.95,D,D3,,,MORTGAGE,36000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,199xx,DE
25000,25000,25000, 60 months,16.91,620.11,C,C5,Manager,5 years,MORTGAGE,100000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,781xx,TX
20000,20000,20000, 60 months,26.31,602.49,E,E4,Hair colorist,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,773xx,TX
15000,15000,15000, 60 months,8.81,310,A,A5,Enterprise Account Executive,1 year,MORTGAGE,130000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,142xx,NY
20000,20000,20000, 36 months,10.33,648.45,B,B1,Loan Originator,1 year,RENT,160000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
10000,10000,10000, 60 months,25.34,295.51,E,E3,Security,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,home_improvement,Home improvement,135xx,NY
6000,6000,6000, 36 months,8.19,188.55,A,A4,,< 1 year,MORTGAGE,250000,Not Verified,Dec-18,Current,medical,Medical expenses,800xx,CO
12000,12000,12000, 60 months,10.33,256.92,B,B1,,< 1 year,RENT,42000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,900xx,CA
10000,10000,10000, 36 months,18.94,366.26,D,D2,Truck driver,1 year,MORTGAGE,60000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,550xx,MN
10000,10000,10000, 36 months,13.56,339.65,C,C1,PCA,4 years,RENT,39000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,890xx,NV
7000,7000,7000, 36 months,11.8,231.84,B,B4,College Assistant ,1 year,RENT,35000,,Dec-18,Current,debt_consolidation,Debt consolidation,100xx,NY
30000,30000,30000, 36 months,13.56,1018.93,C,C1,Systems Engineer,10+ years,RENT,120000,Verified,Dec-18,Current,credit_card,Credit card refinancing,070xx,NJ
30000,30000,30000, 60 months,16.91,744.13,C,C5,communication technician,10+ years,RENT,140000,Not Verified,Dec-18,Current,other,Other,113xx,NY
8000,8000,8000, 36 months,10.33,259.38,B,B1,,,MORTGAGE,,,Dec-18,Current,credit_card,Credit card refinancing,550xx,MN
40000,40000,40000, 36 months,6.46,1225.24,,,President,4 years,MORTGAGE,600000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,600xx,IL
40000,40000,40000, 60 months,16.91,992.17,C,C5,Warehouse,7 years,MORTGAGE,95000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,226xx,VA
30000,30000,30000, 36 months,11.31,986.58,B,B3,Security Officer,10+ years,ANY,83000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,073xx,NJ
3000,3000,3000, 36 months,23.4,116.76,E,E1,Night Auditor,10+ years,RENT,30000,Source Verified,Dec-18,Current,other,Other,925xx,CA
25000,25000,25000, 60 months,8.19,509.19,A,A4,Business Manager,1 year,RENT,65000,Not Verified,Dec-18,Fully Paid,other,Other,907xx,CA
25000,25000,25000, 60 months,8.19,509.19,A,A4,Software Engineer,10+ years,MORTGAGE,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,300xx,GA
20000,20000,20000, 36 months,6.46,612.62,A,A1,Bus driver,10+ years,MORTGAGE,90000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,023xx,MA
15000,15000,15000, 36 months,10.33,486.34,B,B1,Nutritionist,7 years,,70000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,775xx,TX
30000,30000,30000, 60 months,11.8,664.31,B,B4,Operator,8 years,MORTGAGE,122000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,781xx,TX
10000,10000,10000, 36 months,8.19,314.25,A,A4,Handy Man,10+ years,RENT,,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,688xx,NE
20000,20000,20000, 60 months,11.8,442.88,B,B4,Owner,8 years,MORTGAGE,90000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
15000,15000,15000, 36 months,13.56,509.47,C,C1,Provider Engagement Mgr.,2 years,,70000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
10000,10000,10000, 60 months,10.72,216.04,B,B2,Cycle counter,2 years,RENT,46000,Verified,Dec-18,Current,credit_card,Credit card refinancing,296xx,SC
2000,2000,2000, 36 months,14.47,68.82,C,C2,,< 1 year,OWN,35000,,Dec-18,Current,other,Other,723xx,AR
5000,5000,5000, 36 months,20.89,188.1,D,D4,,,RENT,,Not Verified,Dec-18,Current,other,Other,890xx,NV
9000,9000,9000, 36 months,15.02,312.08,C,C3,,< 1 year,RENT,55000,Source Verified,Dec-18,Current,major_purchase,Major purchase,017xx,MA
40000,40000,40000, 36 months,7.56,1245.36,A,A3,Product Analytics Lead,< 1 year,RENT,113600,Verified,Dec-18,Current,credit_card,Credit card refinancing,200xx,DC
6600,6600,6600, 36 months,7.56,205.49,A,A3,Doorman ,1 year,RENT,47000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,104xx,NY
15000,15000,15000, 60 months,11.8,332.16,B,B4,Commercial Loan Compliance Specialist ,1 year,MORTGAGE,65000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,028xx,RI
10000,10000,10000, 60 months,26.31,301.25,E,E4,Golfing Department,10+ years,,31000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,104xx,NY
4000,4000,4000, 36 months,8.81,126.85,A,A5,Operations manager ,2 years,RENT,45000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,104xx,NY
40000,40000,40000, 60 months,12.98,909.72,B,B5,Engineering Manager,2 years,MORTGAGE,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,234xx,VA
20000,20000,20000, 60 months,8.19,407.35,A,A4,Manager,3 years,,57000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,308xx,GA
35000,35000,35000, 60 months,8.19,712.87,A,A4,CRNA,10+ years,MORTGAGE,210000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,481xx,MI
35000,35000,35000, 36 months,14.47,1204.23,,,Field Engineer ,1 year,MORTGAGE,81400,Verified,Dec-18,Current,credit_card,Credit card refinancing,804xx,CO
35000,35000,35000, 60 months,12.98,796,,,police officer,10+ years,MORTGAGE,120000,Source Verified,Dec-18,Current,small_business,Business,770xx,TX
32000,32000,32000, 36 months,12.98,1077.9,B,B5,Carpenter,3 years,RENT,65000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,951xx,CA
30000,30000,30000, 36 months,7.02,926.59,A,A2,Dental hygienist ,10+ years,MORTGAGE,85000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,072xx,NJ
30000,30000,30000, 60 months,16.91,744.13,C,C5,Teacher,10+ years,MORTGAGE,36000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,242xx,VA
2400,2400,2400, 36 months,22.35,92.1,D,D5,Transportation ,5 years,MORTGAGE,30000,Verified,Dec-18,Current,credit_card,Credit card refinancing,480xx,MI
13225,13225,13225, 60 months,22.35,367.9,D,D5,Oil truck driver,< 1 year,MORTGAGE,46000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,049xx,ME
14500,14500,14500, 36 months,8.81,459.82,A,A5,Information Technology,3 years,MORTGAGE,50000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,631xx,MO
15000,15000,15000, 36 months,12.98,505.27,,,Marketing and Design ,9 years,RENT,78900,Not Verified,Dec-18,Current,major_purchase,Major purchase,333xx,FL
20000,20000,20000, 36 months,11.31,657.72,B,B3,,,MORTGAGE,90000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,921xx,CA
24000,24000,24000, 60 months,17.97,609.06,D,D1,Member Service Representative,< 1 year,RENT,44720,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,022xx,MA
32000,32000,32000, 60 months,12.98,727.78,B,B5,,< 1 year,RENT,135000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,972xx,OR
30000,30000,30000, 60 months,17.97,761.32,D,D1,Nurse practitioner,10+ years,OWN,100000,Verified,Dec-18,Current,other,Other,021xx,MA
32000,32000,32000, 60 months,8.19,651.76,A,A4,First Sergeant,10+ years,RENT,108000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,950xx,CA
2000,2000,2000, 36 months,13.56,67.93,C,C1,Business Analyis,9 years,MORTGAGE,165000,Not Verified,Dec-18,Current,other,Other,913xx,CA
20000,20000,20000, 60 months,12.98,454.86,B,B5,Customer Service,10+ years,MORTGAGE,53793,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,731xx,OK
40000,40000,40000, 60 months,20.89,1079.67,D,D4,Account executive ,4 years,OWN,45000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,980xx,WA
25000,25000,25000, 36 months,6.46,765.77,A,A1,Operator,10+ years,MORTGAGE,96000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,716xx,AR
25000,25000,25000, 36 months,11.8,827.98,B,B4,Service foreman,3 years,MORTGAGE,54000,Not Verified,Dec-18,Current,home_improvement,Home improvement,346xx,FL
30000,30000,30000, 60 months,8.19,611.03,A,A4,Sheetmetal  fabricator ,10+ years,MORTGAGE,92000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,453xx,OH
40000,40000,40000, 36 months,7.02,1235.45,,,Manager General Manufacturing 1,1 year,MORTGAGE,123000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,706xx,LA
34425,34425,34425, 36 months,13.56,1169.23,C,C1,Programming,6 years,MORTGAGE,65000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,601xx,IL
5000,5000,5000, 36 months,16.14,176.14,C,C4,Deputy Clerk,10+ years,RENT,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,703xx,LA
18500,18500,18500, 60 months,8.19,376.8,A,A4,Foreman ,1 year,RENT,55000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,921xx,CA
7500,7500,7500, 36 months,7.02,231.65,,,Department Manager,10+ years,RENT,35000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,544xx,WI
18975,18975,18975, 60 months,10.72,409.92,B,B2,Magazine Layout Specialist,10+ years,RENT,64200,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,928xx,CA
15000,15000,15000, 36 months,18.94,549.39,D,D2,HR administrator,1 year,RENT,83000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,973xx,OR
24000,24000,24000, 36 months,18.94,879.02,D,D2,property msnager,10+ years,OWN,64000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,212xx,MD
11000,11000,11000, 36 months,6.46,336.94,A,A1,District ROTD Manager ,10+ years,MORTGAGE,83000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,190xx,PA
18000,18000,18000, 60 months,11.8,398.59,B,B4,Owner,10+ years,MORTGAGE,375000,Source Verified,Dec-18,Current,other,Other,160xx,PA
5000,5000,5000, 36 months,20.89,188.1,D,D4,,< 1 year,,150000,Source Verified,Dec-18,Current,major_purchase,Major purchase,837xx,ID
5500,5500,5500, 36 months,7.02,169.88,A,A2,Therapist,2 years,RENT,40000,Not Verified,Dec-18,Current,other,Other,301xx,GA
2000,2000,2000, 36 months,18.94,73.26,D,D2,Driver,4 years,,45000,Not Verified,Dec-18,Current,moving,Moving and relocation,330xx,FL
7500,7500,7500, 36 months,11.31,246.65,B,B3,,< 1 year,RENT,34000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,330xx,FL
8500,8500,8500, 36 months,8.19,267.11,A,A4,Order Selector,3 years,,37000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,925xx,CA
10000,10000,10000, 36 months,7.56,311.34,A,A3,Sales Executive,3 years,RENT,125000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,606xx,IL
34900,34900,34900, 36 months,6.46,1069.02,A,A1,,< 1 year,MORTGAGE,77000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,226xx,VA
37800,37800,37800, 60 months,8.19,769.89,A,A4,Rn,10+ years,MORTGAGE,96000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,190xx,PA
19000,19000,19000, 60 months,8.19,386.99,A,A4,Inventory Supervisor,10+ years,MORTGAGE,65000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,633xx,MO
10000,10000,10000, 60 months,25.34,295.51,E,E3,Assistant Manager ,6 years,MORTGAGE,56000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,435xx,OH
12800,12800,12800, 36 months,11.31,420.94,B,B3,Refridgeration,10+ years,OWN,71000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,473xx,IN
20000,20000,20000, 36 months,10.33,648.45,B,B1,Pipe fitter,10+ years,,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,950xx,CA
3000,3000,3000, 36 months,11.8,99.36,,,Teacher,10+ years,RENT,38000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,811xx,CO
10000,10000,10000, 36 months,14.47,344.07,C,C2,Teacher,2 years,RENT,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
20000,20000,20000, 36 months,8.19,628.49,A,A4,Paralegal/Office Manager,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,898xx,NV
15000,15000,15000, 36 months,11.31,493.29,B,B3,,,MORTGAGE,82000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,285xx,NC
6000,6000,6000, 36 months,8.81,190.27,A,A5,Project manager,4 years,OWN,50000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,605xx,IL
10000,10000,10000, 36 months,8.19,314.25,A,A4,Operator,< 1 year,MORTGAGE,175000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,711xx,LA
21500,21500,21500, 60 months,11.8,476.09,B,B4,Truck Driver,1 year,MORTGAGE,70000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,850xx,AR
15000,15000,15000, 36 months,16.91,534.12,C,C5,Service manager,1 year,MORTGAGE,75000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,338xx,FL
30000,30000,30000, 36 months,6.46,918.93,A,A1,Education and Development Manager,3 years,MORTGAGE,135000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,042xx,ME
30000,30000,30000, 60 months,17.97,761.32,D,D1,,< 1 year,MORTGAGE,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,460xx,IN
20000,20000,20000, 36 months,7.02,617.73,A,A2,Vicepresident of Operations,10+ years,RENT,180000,Not Verified,Dec-18,Fully Paid,other,Other,021xx,MA
18400,18400,18400, 60 months,15.02,437.93,C,C3,,,RENT,52000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,484xx,MI
6625,6625,6625, 36 months,15.02,229.73,C,C3,Client Support Representative II,7 years,MORTGAGE,75000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,951xx,CA
35000,35000,35000, 36 months,8.19,1099.85,A,A4,EOD Technician,10+ years,RENT,145000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,921xx,CA
25000,25000,25000, 60 months,11.8,553.59,B,B4,Plant manager ,3 years,OWN,80000,Not Verified,Dec-18,Current,home_improvement,Home improvement,338xx,FL
20000,20000,20000, 60 months,27.27,613.94,E,E5,President & CEO,2 years,RENT,225000,Source Verified,Dec-18,Current,small_business,Business,926xx,CA
20000,20000,20000, 60 months,15.02,476.01,C,C3,ESTHESTATION,6 years,MORTGAGE,74000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
10000,10000,10000, 36 months,6.46,306.31,A,A1,,< 1 year,RENT,115000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
10125,10125,10125, 36 months,23.4,394.05,E,E1,Health Educator,2 years,RENT,42000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,070xx,NJ
13000,13000,13000, 36 months,18.94,476.14,D,D2,Drug Analysis Specilist,10+ years,RENT,66000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,782xx,TX
14500,14500,14500, 36 months,7.02,447.86,A,A2,FINANCE MANAGER,6 years,MORTGAGE,150000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,029xx,RI
35825,35825,35825, 36 months,8.19,1125.77,A,A4,Driver,10+ years,RENT,165000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,913xx,CA
6500,6500,6500, 36 months,8.81,206.13,,,,,RENT,28000,Verified,Dec-18,Current,other,Other,405xx,KY
25000,25000,25000, 60 months,12.98,568.58,B,B5,,,OWN,200000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,454xx,OH
23500,23500,23500, 60 months,13.56,541.46,C,C1,Facility Director,1 year,MORTGAGE,54600,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,825xx,WY
9000,9000,9000, 36 months,8.19,282.82,A,A4,Manager,8 years,OWN,23000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,936xx,CA
3500,3500,3500, 36 months,15.02,121.37,C,C3,Project Coordinator,1 year,RENT,35000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,712xx,LA
10000,10000,10000, 36 months,13.56,339.65,C,C1,,< 1 year,RENT,125000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,211xx,MD
6000,6000,6000, 36 months,11.8,198.72,,,laborer,10+ years,RENT,85000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,606xx,IL
29000,29000,29000, 60 months,8.81,599.33,A,A5,Teacher,9 years,MORTGAGE,97000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,282xx,NC
12000,12000,12000, 60 months,15.02,285.61,C,C3,Personal banker,1 year,MORTGAGE,37000,Source Verified,Dec-18,Current,medical,Medical expenses,983xx,WA
5000,5000,5000, 36 months,13.56,169.83,C,C1,Business Analyst,6 years,MORTGAGE,72000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,370xx,TN
10000,10000,10000, 60 months,23.4,284.21,E,E1,Welder,3 years,RENT,22000,Source Verified,Dec-18,Current,other,Other,917xx,CA
12000,12000,12000, 36 months,20.89,451.43,D,D4,file clerk,10+ years,RENT,75000,,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,168xx,PA
12000,12000,12000, 36 months,6.46,367.57,A,A1,Electronics Technician Nuclear,2 years,RENT,65000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,294xx,SC
5000,5000,5000, 36 months,8.19,157.13,,,Laborer,2 years,RENT,75000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,925xx,CA
30000,30000,30000, 60 months,12.98,682.29,B,B5,,< 1 year,MORTGAGE,240000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,850xx,AZ
1000,1000,1000, 36 months,13.56,33.97,C,C1,Buffet staff & Breakfast Cook,5 years,RENT,28000,Source Verified,Dec-18,Current,other,Other,802xx,CO
39000,39000,39000, 60 months,10.33,834.99,B,B1,Registured Nurse,5 years,MORTGAGE,121320,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,341xx,FL
20000,20000,20000, 36 months,7.02,617.73,A,A2,Chief Executive Officer,4 years,MORTGAGE,140000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,852xx,AZ
20000,20000,20000, 36 months,7.56,622.68,A,A3,System Engineer,2 years,OWN,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,302xx,GA
23000,23000,23000, 60 months,14.47,540.8,C,C2,Account Representative,3 years,RENT,60000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
11000,11000,10750, 36 months,12.98,370.53,B,B5,Agent ,10+ years,,130000,Source Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,460xx,IN
40000,40000,40000, 36 months,8.19,1256.97,A,A4,President / CEO,1 year,MORTGAGE,200000,Verified,Dec-18,Current,other,Other,917xx,CA
2000,2000,1975, 36 months,7.56,62.27,A,A3,Global Service Leader,8 years,MORTGAGE,120000,Not Verified,Dec-18,Current,home_improvement,Home improvement,773xx,TX
30000,30000,30000, 60 months,13.56,691.23,C,C1,Sales,< 1 year,MORTGAGE,123000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,028xx,RI
25000,25000,25000, 60 months,14.47,587.82,C,C2,Psychologist,5 years,MORTGAGE,130000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,335xx,FL
7000,7000,7000, 36 months,11.31,230.21,B,B3,Sergeant ,4 years,MORTGAGE,36000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,472xx,IN
37000,37000,37000, 60 months,12.98,841.49,B,B5,Legal Assistant,10+ years,MORTGAGE,75000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
10000,10000,10000, 36 months,11.8,331.19,B,B4,Business System Analyst,10+ years,MORTGAGE,86000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,640xx,MO
8000,8000,8000, 36 months,7.02,247.09,A,A2,Assistant Director of Residence Life,5 years,RENT,55000,,Dec-18,Current,debt_consolidation,Debt consolidation,019xx,MA
10200,10200,10200, 36 months,11.31,335.44,B,B3,TEACHER ,5 years,MORTGAGE,65000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,103xx,NY
22000,22000,22000, 36 months,11.31,723.49,B,B3,Parts Manager,10+ years,MORTGAGE,100000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,616xx,IL
15000,15000,15000, 36 months,10.72,489.1,B,B2,,,RENT,95000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,950xx,CA
10000,10000,10000, 60 months,14.47,235.13,C,C2,Supervisor,3 years,MORTGAGE,40000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,212xx,MD
36000,36000,36000, 36 months,13.56,1222.72,C,C1,Human resources,3 years,RENT,33280,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,923xx,CA
7000,7000,7000, 36 months,8.81,221.98,A,A5,Building Engineer,10+ years,MORTGAGE,83173,,Dec-18,Current,credit_card,Credit card refinancing,210xx,MD
40000,40000,40000, 36 months,6.46,1225.24,A,A1,Section Head Equipment services,10+ years,,165000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,559xx,MN
28475,28475,28475, 36 months,18.94,1042.92,D,D2,VP IT,2 years,RENT,310000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,021xx,MA
11000,11000,11000, 60 months,14.47,258.64,C,C2,Human Services Specialist III,1 year,RENT,49000,Source Verified,Dec-18,Current,car,Car financing,850xx,AZ
40000,40000,40000, 36 months,7.56,1245.36,A,A3,SVP,2 years,RENT,275000,,Dec-18,Current,credit_card,Credit card refinancing,100xx,NY
10000,10000,10000, 36 months,6.46,306.31,A,A1,CDL driver,10+ years,RENT,80000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,761xx,TX
21575,21575,21575, 36 months,8.19,677.98,A,A4,"Clinical Supervisor, Registered Nurse",2 years,MORTGAGE,54850,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,670xx,KS
10000,10000,10000, 36 months,10.33,324.23,B,B1,Production Lead,1 year,,37440,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,853xx,AZ
10000,10000,10000, 60 months,11.8,221.44,B,B4,Claim service rep,6 years,RENT,36000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,310xx,GA
7500,7500,7500, 36 months,12.98,252.64,B,B5,Paralegal,4 years,OWN,40000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,774xx,TX
6025,6025,6025, 36 months,15.02,208.92,C,C3,,2 years,RENT,17896,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,023xx,MA
5000,5000,5000, 36 months,16.91,178.04,C,C5,National Sales Manager,10+ years,MORTGAGE,,Not Verified,Dec-18,Current,medical,Medical expenses,934xx,CA
20000,20000,20000, 36 months,11.8,662.38,,,Dental Hygienist,3 years,RENT,50000,Verified,Dec-18,Late (31-120 days),vacation,Vacation,276xx,NC
